X,Y,Count,Pct
0.14,0.5,6,0.0022753128555176336
0.14,0.55,12,0.004550625711035267
0.14,0.6,20,0.0075843761850587785
0.14,0.65,30,0.011376564277588168
0.14,0.7,43,0.016306408797876374
0.14,0.75,45,0.017064846416382253
0.14,0.8,25,0.009480470231323474
0.14,0.85,22,0.008342813803564657
0.14,0.9,13,0.004929844520288207
0.14,0.95,3,0.0011376564277588168
0.14,1.0,7,0.0026545316647705727
0.15,0.0,0,0.0
0.15,0.05,0,0.0
0.15,0.1,0,0.0
0.15,0.15,0,0.0
0.15,0.2,1,0.0003792188092529389
0.15,0.25,0,0.0
0.15,0.3,0,0.0
0.15,0.35,0,0.0
0.15,0.4,1,0.0003792188092529389
0.15,0.45,5,0.0018960940462646946
0.15,0.5,4,0.0015168752370117557
0.15,0.55,11,0.004171406901782328
0.15,0.6,18,0.006825938566552901
0.15,0.65,28,0.01061812665908229
0.15,0.7,43,0.016306408797876374
0.15,0.75,43,0.016306408797876374
0.15,0.8,32,0.012135001896094046
0.15,0.85,6,0.0022753128555176336
0.15,0.9,4,0.0015168752370117557
0.15,0.95,2,0.0007584376185058779
0.15,1.0,5,0.0018960940462646946
0.16,0.0,2,0.0007584376185058779
0.16,0.05,0,0.0
0.16,0.1,1,0.0003792188092529389
0.16,0.15,1,0.0003792188092529389
0.16,0.2,0,0.0
0.16,0.25,0,0.0
0.16,0.3,2,0.0007584376185058779
0.16,0.35,1,0.0003792188092529389
0.16,0.4,3,0.0011376564277588168
0.16,0.45,5,0.0018960940462646946
0.16,0.5,5,0.0018960940462646946
0.16,0.55,12,0.004550625711035267
0.16,0.6,18,0.006825938566552901
0.16,0.65,18,0.006825938566552901
0.16,0.7,16,0.006067500948047023
0.16,0.75,16,0.006067500948047023
0.16,0.8,15,0.005688282138794084
0.16,0.85,11,0.004171406901782328
0.16,0.9,4,0.0015168752370117557
0.16,0.95,0,0.0
0.16,1.0,6,0.0022753128555176336
0.17,0.0,0,0.0
0.17,0.05,0,0.0
0.17,0.1,0,0.0
0.17,0.15,0,0.0
0.17,0.2,0,0.0
0.17,0.25,1,0.0003792188092529389
0.17,0.3,0,0.0
0.17,0.35,0,0.0
0.17,0.4,2,0.0007584376185058779
0.17,0.45,4,0.0015168752370117557
0.17,0.5,4,0.0015168752370117557
0.17,0.55,8,0.0030337504740235114
0.17,0.6,14,0.005309063329541145
0.17,0.65,11,0.004171406901782328
0.17,0.7,22,0.008342813803564657
